,smiles
2124,CCCCCCCCCCCC[P+](C)(C)CC(P(=O)(O)O)P(=O)(O)O
2125,Cc1ccc2c(c1C)CN(C(=O)N(C)C)C[C@@H]2c1cccc(O)c1
2126,Oc1cc(Cc2ccccn2)ccc1Oc1ccc(Cl)cc1Cl
2127,CC(C=C(c1cccs1)c1cccs1)N(C)C
2128,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
2129,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
2130,CCN1C(=O)NC(c2ccccc2)C1=O
2131,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C
2132,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
2133,O.O.O=P([O-])([O-])CP(=O)([O-])[O-].[98Tc+4]
2134,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC
2135,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5
2136,CCC(N)Cc1c[nH]c2ccccc12
2137,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1
2138,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
2139,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
2140,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C
2141,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
2142,C=C1Oc2cc(OC)cc(C(=O)O[C@H]3COC(=O)C[C@H]([NH3+])c4cc(O)c(c(Cl)c4)O[C@@H]4c5ccc3cc5C3=CC=C[C@@]34O[C@@H]3OC(C)(C)[C@@H](N(C)C)[C@@H](O)[C@H]3O)c2N=C1O
2143,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
2144,O=C(O)c1ncccc1CP(=O)(O)O
2145,O=[N+]([O-])c1ccc(O)cc1
2146,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1
2147,COc1cc(OO)ccc1O
2148,CCOC(=O)CC[C@H](C[C@@H]1CCN=C1O)N=C(O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1
2149,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O
2150,CC(=O)N(C)C1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1
2151,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCc1ccccc1)CP(=O)(O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1
2152,O=C1CCC/C=C/CCOC(=O)c2c(O)cc(O)c(Cl)c2C1
2153,O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12
2154,CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2
2155,CCCCn1c(=O)n(Cc2ccccc2F)c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc21
2156,C/C(=C/C=C/[C@@H](C)C(=O)O)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O
2157,O=C(O)CCc1ccc(/N=C/c2ccccc2[O-])c(/N=C/c2ccccc2[O-])c1.[Fe+4]
2158,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
2159,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
2160,O=C(Nc1cc(Br)c(O)c(Br)c1)c1ccccc1
2161,CC1(C)CC(C)(C)CC(C)(N)C1
2162,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O
2163,O=P(O)(O)OC[C@H]1O[C@@H](N2C=C[C@@H](O)N=C2O)C[C@@H]1O
2164,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
2165,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1
2166,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1
2167,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC.[Na+]
2168,COc1ccc2c(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(O)=NS(=O)(=O)C5CC5)N=C(O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
2169,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
2170,CN(C)CCCN1c2ccccc2Sc2cccnc21
2171,C[C@H](Cc1ccccc1O)C(=O)O
2172,Fc1nc(Cl)c2ncnc-2[nH]1
2173,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
2174,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
2175,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
2176,N[C@H](CCc1ccccc1)[P@](=O)(O)C[C@@H](Cc1ccccc1)C(=O)O
2177,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
2178,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cc(O)c(OC)cc1O
2179,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(O)c4)c3n2)CC1
2180,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1
2181,CCN1CCN(c2ccc(Nc3cc(N(C)C(O)=Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
2182,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
2183,[Al+3].[Al+3].[O-2].[O-2].[O-2]
2184,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
2185,Cc1c(F)c(Oc2cccc(C(=N)N)c2)[nH+]c(Oc2cccc(C(=N)N)c2)c1F
2186,O=C(Nc1ccccc1)[C@H]1CC(=O)N(C2CCCCC2)C1
2187,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
2188,CCSC(=N)N
2189,N=C(N)CCCC[C@@H](C=O)[C@H]1CCC[C@@H]1O
2190,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
2191,COc1cccc(C(O)=Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1
2192,O=C(CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1)OCCCCO[N+](=O)[O-]
2193,[Zn+2]
2194,NC(=O)Cc1c[nH]c2ccccc12
2195,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
2196,N[C@@H](Cc1ccc(CC(F)(F)F)cc1)C(=O)O
2197,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
2198,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
2199,COc1ccccc1-c1ccc(NC(=O)/C(C#N)=C(/C)O)c(Cl)c1
2200,O=S(=O)([O-])[O-].[Cu+2]
2201,OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12
2202,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-]
2203,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COC(=O)CP(=O)(O)O)[C@@H](O)[C@H]1O
2204,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O
2205,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
2206,CC(=O)O[C@H]1C[C@H](n2cc(C)c(O)nc2=O)O[C@@H]1COP(=O)(O)OP(=O)(O)O
2207,O=CC(=O)CN=C(O)c1cc(N(CCBr)CCBr)c([N+](=O)[O-])cc1[N+](=O)[O-]
2208,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
2209,CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
2210,CCCCP(=O)(O)O
2211,Cc1cc(=O)oc2cc(N)ccc12
2212,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N
2213,CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC
2214,O=C(COc1ccc(Cl)cc1C(=O)c1ccccc1)Nc1ccccc1
2215,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
2216,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O
2217,CC(C)=CCC/C(C)=C\CC/C(C)=C\CO
2218,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
2219,C=CCN(C)C/C=C/COc1cc2c(cc1F)c(-c1ccc(Br)cc1)nn2C
2220,CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O
2221,CC(C)=CCn1cnc(N)c2ncnc1-2
2222,CCc1ccc(NS(=O)(=O)c2ccc(F)cc2)c(C(=O)O)c1C
2223,OCc1n[nH]nc1-c1ccc2c(-c3cc4cc(CN5CCCCC5)ccc4[nH]3)n[nH]c2c1
2224,NC(N)=Nc1cccc([C@@H](CS)C(=O)O)c1
2225,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1
2226,CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2ccccc21
2227,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
2228,N[C@@H]1CCC=NC1
2229,C[C@@H]([C@H](O)c1ccccc1)N(C)C
2230,O=C(O)C(=O)CS(=O)(=O)O
2231,O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O
2232,CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@@H](Oc3cccc(Cl)c3-c3nnn[nH]3)CC[C@H]2CN1
2233,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
2234,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
2235,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
2236,N=C(N)c1ccc([C@H](NC(=O)OCc2ccccc2)P(=O)(O)O)cc1
2237,COCCOCCOCCOCCOC
2238,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
2239,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
2240,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
2241,CC1=C(CCCCCC(=O)O)C(=O)c2ccccc2C1=O
2242,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
2243,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)CF
2244,O=C([O-])[O-].O=C([O-])[O-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Zn+2].[Zn+2].[Zn+2].[Zn+2].[Zn+2]
2245,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(Cl)[nH+]cnc32)[C@H](O)[C@@H]1O
2246,N[C@@H](CCC(=O)O)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
2247,CCN(CCCc1ccccc1)CCCc1ccccc1
2248,Nc1cncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2249,C=C(N)C(N)=O
2250,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
2251,O=c1[nH]c2c(O)nc(O)nc2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1=O
2252,O=C(O)CSc1nc(-c2cccc(Cl)c2)no1
2253,N[C@@H](Cc1ccccc1)B(O)O
2254,CCCCOc1ccc(CC(=O)NO)cc1
2255,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
2256,C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
2257,c1ccc([C@@H]2CO2)cc1
2258,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
2259,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
2260,CC(O)=N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
2261,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
2262,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21
2263,O.[Al+3].[Al+3].[Cl-].[OH-].[OH-].[OH-].[OH-].[OH-]
2264,CCN(CC)CCOC(=O)c1ccc(N)cc1.O.[CH2]C(CN=C(O)c1ccccc1OCC(=O)[O-])OCCOC.[Hg+]
2265,[NH3+][C@H](CCl)C(=O)[O-]
2266,N[C@H]1C=C(C(=O)[O-])C[C@@H](O)[C@@H]1O
2267,c1ccc(Nc2c[nH]c3ncccc23)cc1
2268,CCCC[C@@H](CC)COS(=O)(=O)O
2269,N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12
2270,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
2271,NOCC(=O)O
2272,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
2273,Cc1nnc(-c2ccccc2Nc2ncnc3[nH]ccc23)[nH]1
2274,Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1
2275,NC(=[NH2+])NCCCOB1OCCO1
2276,Cc1ccc2c(c1)c1c3c(c(C)cc1n2CCCN)C(=O)NC3=O
2277,CCCCCC(=O)OC[C@H](CCP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC
2278,O=C(O)c1ccc([Hg])cc1
2279,O=C(CCCP(=O)([O-])[O-])NO
2280,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
2281,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
2282,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
2283,CC(O)=N[C@@H](Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(O)=N[C@H]1CCCCc2cc(OCC3CCCCC3)c(C(=N)O)cc21
2284,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1
2285,O=P1(N(CCCl)CCCl)NCCCO1
2286,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCCC2)cc1
2287,NC[C@H](O)CNc1ccc([N+](=O)[O-])c2cccnc12
2288,NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)c(F)c(F)c2)cc1
2289,C[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O)O1
2290,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2
2291,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21
2292,N=C(N)c1ccc(O[C@@H]2CO[C@@H]3[C@@H](Oc4cccc(C(=N)N)c4)CO[C@H]23)cc1
2293,Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1
2294,COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1
2295,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
2296,CCC(C)CCCC(O)=N[C@@H](CCN)C(O)=N[C@H](C(O)=N[C@@H](CCN)C(O)=N[C@H]1CCN=C(O)C([C@@H](C)O)N=C(O)[C@@H](CCN)N=C(O)[C@H](CCN)N=C(O)[C@@H](CC(C)C)N=C(O)C(CC(C)C)N=C(O)[C@H](CCN)N=C1O)[C@@H](C)O
2297,N=C(N)NCCC[C@H](NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1
2298,COc1ccc(OC(C)(C)C(=O)N[C@H]2[C@H]3C[C@H]4C[C@@H]2C[C@](C(N)=O)(C4)C3)cc1
2299,N[C@H]1CCc2ccccc2[C@@H]1O
2300,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1
2301,C[C@H](N)[C@H](O)c1cccc(O)c1
2302,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F
2303,O=C(Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1)c1cccs1
2304,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
2305,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1
2306,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
2307,CCCCCCCCCCC[C@@H](O)CC(=O)O
2308,NC(N)=O
2309,NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O
2310,C[C@H]1N=C(N(C)C)N=C(N)N1
2311,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC
2312,O=C1N(O)C(O)=N[C@@]12O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
2313,[Ru+3].c1c[n-]cn1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
2314,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
2315,C[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)O
2316,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1
2317,CC[C@@H](c1ccccc1)c1c(O)c2ccc(OC)cc2oc1=O
2318,O=C1O[C@]2(CC[C@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21
2319,O=C(O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
2320,O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1
2321,Oc1ncnc2c1N=NC2
2322,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1
2323,C[C@H]1C=CC2=CCC[C@H](O)[C@@H]2[C@H]1CC[C@H]1C[C@@H](O)CC(=O)O1
2324,CN1CCN(C(=O)O)CC1
2325,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
2326,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O1
2327,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
2328,CN1CCN(NC(=S)Nc2ccc(S(N)(=O)=O)cc2)CC1
2329,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1
2330,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
2331,COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)c1
2332,O=C1[C@@H](Cc2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1cccs1
2333,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
2334,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
2335,N=C1N=NC(N)=C1/N=N/c1cccc(C(F)(F)F)c1
2336,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1OP(=O)(O)O
2337,NC(=O)[C@@H](N)Cc1cccc2ccccc12
2338,O=P(O)(O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2339,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC
2340,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1
2341,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1
2342,O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1
2343,Cl.Cl.N[C@@H](Cc1ccc([N+]([O-])(CCCl)CCCl)cc1)C(=O)O
2344,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O
2345,N=c1nc(O)c2c([nH]1)N=C[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2CO
2346,O=c1[nH][nH]c(=O)c2cc(-[n+]3nc(/C=C/c4ccccc4)nn3-c3nc4ccccc4s3)ccc12
2347,CCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
2348,CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O
2349,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2
2350,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
2351,O=C(NCP(=O)(O)O)OCc1ccccc1
2352,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
2353,O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1
2354,COc1cccc(-c2ccc3c(c2)C[C@H](O)[C@H]3[C@@H](CCCCC(=N)N)C(=O)O)c1
2355,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12
2356,CCCCCCCCCCC[P@@H](=O)OCCCC
2357,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
2358,C[As](C)(=O)SC[C@H](N)C(=O)O
2359,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
2360,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
2361,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
2362,C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12
2363,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
2364,CCO[C@@H](Cc1ccc2c(ccn2Cc2nc(-c3ccccc3Cl)oc2C)c1)C(=O)O
2365,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
2366,CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
2367,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1
2368,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
2369,O=C(O)Cc1c[nH]c2ccccc12
2370,CC(C)[C@H](NC(=O)OC(C)(C)C)c1nnco1
2371,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C
2372,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1
2373,COc1ccc(C)cc1OCc1ccccn1
2374,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O
2375,NC[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1
